,name,wiki_link,age,country_born,state_born,city_born,nationality,almamater,education,occupation,political_party
1276,Alicia Silverstone,https://en.wikipedia.org/wiki/Alicia_Silverstone,42,U.S.,California,San Francisco,,,,['Actress'],
1277,Ed Helms,https://en.wikipedia.org/wiki/Ed_Helms,44,U.S.,Georgia,Atlanta,,['Oberlin College'],,"['Actor, comedian, singer']",
1278,Michael K. Williams,https://en.wikipedia.org/wiki/Michael_K._Williams,51,U.S.,New York,Brooklyn,,,,"['Actor, dancer, reporter']",
1279,Tom Papa,https://en.wikipedia.org/wiki/Tom_Papa,49,U.S.,New Jersey,Passaic,,,,"['Standup comedian', 'actor', 'producer', 'writer', 'Author', ', TVRadio Host']",
1280,Anthony Scaramucci,https://en.wikipedia.org/wiki/Anthony_Scaramucci,54,U.S.,, ,,,"['Tufts University', 'BA', 'Harvard University', 'JD']",,Republican
1281,Michael Avenatti,https://en.wikipedia.org/wiki/Michael_Avenatti,47,U.S.,California,Sacramento,,,"['Saint Louis University', 'University of Pennsylvania', 'BA', 'George Washington University', 'JD']",['Attorney'],Democratic
1282,Natalie Portman,https://en.wikipedia.org/wiki/Natalie_Portman,37,Jerusalem, , ,,['Harvard University'],,['Actress  film producer  director'],
1283,Marc Maron,https://en.wikipedia.org/wiki/Marc_Maron,55,U.S.,, ,,['Boston University'],,,
1284,Thandie Newton,https://en.wikipedia.org/wiki/Thandie_Newton,45,England  1,London,Westminster,,"['Downing College, Cambridge']",,['Actress'],
1285,Betty Gilpin,https://en.wikipedia.org/wiki/Betty_Gilpin,32,U.S.,New York,New York City,,,,['Actress'],
1286,Benicio del Toro,https://en.wikipedia.org/wiki/Benicio_del_Toro,51,Puerto Rico,San Germn, ,,,,['Actor  film producer'],
1287,Alison Brie,https://en.wikipedia.org/wiki/Alison_Brie,35,U.S.,California,Los Angeles,,['California Institute of the Arts'],,['Actress  producer'],
1288,Robin Thede,https://en.wikipedia.org/wiki/Robin_Thede,,U.S.,Iowa,Spencer,,['Northwestern University'],,"['Writer', 'actress', 'comedian']",
1289,Josh Brolin,https://en.wikipedia.org/wiki/Josh_Brolin,50,U.S.,California,Santa Monica,,,,['Actor'],
1290,Ruth Negga,https://en.wikipedia.org/wiki/Ruth_Negga,36,Ethiopia,Addis Ababa, ,,"['Trinity College, Dublin']",,['Actress'],
1291,Trevor Noah,https://en.wikipedia.org/wiki/Trevor_Noah,34,South Africa, , ,,,,,
1292,Liza Koshy,https://en.wikipedia.org/wiki/Liza_Koshy,,,,,,,,,
1293,Don Lemon,https://en.wikipedia.org/wiki/Don_Lemon,52,U.S.,Louisiana,Baton Rouge,,"['Brooklyn College', 'Louisiana State University']",['Baker High School'],['Journalist'],
1294,Mike Colter,https://en.wikipedia.org/wiki/Mike_Colter,42,South Carolina,Columbia, ,,"['University of South Carolina', 'Rutgers University']",,,
1295,Seth Rogen,https://en.wikipedia.org/wiki/Seth_Rogen,36,Canada,British Columbia,Vancouver,,,,"['Actor', 'comedian', 'writer', 'producer', 'director']",
1296,Jessica Chastain,https://en.wikipedia.org/wiki/Jessica_Chastain,41,U.S.,California,Sacramento,,,"['Sacramento City College', 'Juilliard School', 'BFA']",['Actress  film producer'],
1297,Romesh Ranganathan,https://en.wikipedia.org/wiki/Romesh_Ranganathan,40,England,West Sussex,Crawley,,,,,
1298,Scott Rogowsky,https://en.wikipedia.org/wiki/Scott_Rogowsky,33,U.S.,New York,Manhattan,,,['Johns Hopkins University'],"['Comedian', 'game show host']",
1299,Hugh Grant,https://en.wikipedia.org/wiki/Hugh_Grant,58,England,London,Hammersmith,,"['New College, Oxford']",,"['Actor, producer']",
1300,Margaret Hoover,https://en.wikipedia.org/wiki/Margaret_Hoover,40,U.S.,Colorado, ,American,"['Bryn Mawr College', 'BA']",,,
1301,Paul Rudd,https://en.wikipedia.org/wiki/Paul_Rudd,49,U.S.,New Jersey,Passaic,,['University of Kansas'],,['Actor  comedian  writer  producer'],
1302,Ken Jeong,https://en.wikipedia.org/wiki/Ken_Jeong,49,U.S.,, ,,"['Duke University', 'University of North Carolina at Chapel Hill', 'MD']",,,
1303,Michael Moore,https://en.wikipedia.org/wiki/Michael_Moore,64,U.S.,Michigan,Flint,,['Davison High School'],,"['Filmmaker', ', author,', 'political activist', 'and actor']",
1304,Eric Andre,https://en.wikipedia.org/wiki/Eric_Andre,35,U.S.,, ,,['Berklee College of Music'],,,
1305,Derrick Beckles,https://en.wikipedia.org/wiki/Derrick_Beckles,,,,,,,,,
1306,Alexandria Ocasio-Cortez,https://en.wikipedia.org/wiki/Alexandria_Ocasio-Cortez,29,U.S.,, ,,,"['Boston University', 'BA']",,Democratic
1307,Gordon Ramsay,https://en.wikipedia.org/wiki/Gordon_Ramsay,51,Scotland,Renfrewshire,Johnstone,,,,,
1308,Andrew Rannells,https://en.wikipedia.org/wiki/Andrew_Rannells,40,U.S.,Nebraska,Omaha,,['Marymount Manhattan College'],['Creighton Preparatory School'],"['Actor, voice actor, singer']",
1309,Will Arnett,https://en.wikipedia.org/wiki/Will_Arnett,48,Canada,Ontario,Toronto,Canadian  American,,,['Actor  comedian  producer'],
1310,Neve Campbell,https://en.wikipedia.org/wiki/Neve_Campbell,45,Canada,Ontario,Guelph,,,,['Actress'],
1311,Dwayne Johnson,https://en.wikipedia.org/wiki/Dwayne_Johnson,,,,,,,,,
1312,Lawrence O'Donnell,https://en.wikipedia.org/wiki/Lawrence_O%27Donnell,66,U.S.,Massachusetts,Boston,,['Harvard University'],['Saint Sebastians School'],"['Political analyst, television host, actor']",
1313,Liv Tyler,https://en.wikipedia.org/wiki/Liv_Tyler,41,U.S.,New York City, ,,,,['Actress  producer  model'],
1314,Carey Mulligan,https://en.wikipedia.org/wiki/Carey_Mulligan,33,England,London,Westminster,,,"['International School of Dsseldorf', 'Woldingham School']","['Actress, singer']",
1315,Armie Hammer,https://en.wikipedia.org/wiki/Armie_Hammer,32,U.S.,California,Santa Monica,,,,['Actor'],
1316,Colleen Ballinger,https://en.wikipedia.org/wiki/Colleen_Ballinger,,,,,,,,,
1317,Paula Poundstone,https://en.wikipedia.org/wiki/Paula_Poundstone,58,U.S.,, ,American,,,,
1318,Chrissy Metz,https://en.wikipedia.org/wiki/Chrissy_Metz,38,U.S.,Florida,Homestead,,,,['Actress  singer'],
1319,Lewis Black,https://en.wikipedia.org/wiki/Lewis_Black,70,D.C.,Washington, ,American,,"['University of Maryland, College Park', 'University of North Carolina, Chapel Hill', 'BA', 'Yale University', 'MFA']",,
1320,Anderson Cooper,https://en.wikipedia.org/wiki/Anderson_Cooper,51,U.S.,New York City, ,,['Yale University'],,['Journalist  author  anchor'],
1321,Andy Cohen,https://en.wikipedia.org/wiki/Andy_Cohen_(TV_personality),50,U.S.,Missouri,St. Louis,,['Boston University'],['Clayton High School'],['Talk show host  radio host  author  producer'],
1322,Dominic Cooper,https://en.wikipedia.org/wiki/Dominic_Cooper,40,England,London,Greenwich,,['London Academy of Music and Dramatic Art'],,['Actor'],
1323,Denzel Washington,https://en.wikipedia.org/wiki/Denzel_Washington,63,U.S.,New York,Mount Vernon,American,['Fordham University'],,['Actor  director  producer'],
1324,Joe Kennedy III,https://en.wikipedia.org/wiki/Joe_Kennedy_III,38,U.S.,Massachusetts,,,,"['Stanford University', 'BS', 'Harvard University', 'JD']",,Democratic
1325,Janelle Monáe,https://en.wikipedia.org/wiki/Janelle_Mon%C3%A1e,32,U.S.,Kansas,Kansas City,,,,['Singer  songwriter  rapper  record producer  actress  model'],
1326,Eric Holder,https://en.wikipedia.org/wiki/Eric_Holder,67,U.S.,New York,New York City,,,"['Columbia University', 'BA', 'JD']",,Democratic
1327,John Cleese,https://en.wikipedia.org/wiki/John_Cleese,79,England,Somerset,WestonsuperMare,,"['Downing College, Cambridge']",,"['Actor, voice actor, comedian, screenwriter, producer']",
1328,Michael McFaul,https://en.wikipedia.org/wiki/Michael_McFaul,55,U.S.,, ,,,"['Stanford University', 'BA', 'MA', 'St Johns College, Oxford', 'DPhil']",,Democratic
1329,Tatiana Maslany,https://en.wikipedia.org/wiki/Tatiana_Maslany,33,Canada,Saskatchewan,Regina,,,,['Actress'],
1330,Brian Huskey,https://en.wikipedia.org/wiki/Brian_Huskey,50,U.S.,North Carolina,Charlotte,,['UNCGreensboro'],,"['Actor, comedian']",
1331,John Dickerson,https://en.wikipedia.org/wiki/John_Dickerson_(journalist),50,U.S.,D.C.,Washington,,['University of Virginia'],['Sidwell Friends School'],['Journalist  television host'],
1332,Michaela Watkins,https://en.wikipedia.org/wiki/Michaela_Watkins,46,United States,New York,Syracuse,,['Boston University'],,"['Actress, comedian']",
1333,Jake Tapper,https://en.wikipedia.org/wiki/Jake_Tapper,49,U.S.,New York,New York City,American,['Dartmouth College'],,['Journalist'],Independent
1334,Michael Peña,https://en.wikipedia.org/wiki/Michael_Pe%C3%B1a,42,U.S.,Illinois,Chicago,,,"['Marist High School', 'Hubbard High School']",['Actor  musician'],
1335,Laura Linney,https://en.wikipedia.org/wiki/Laura_Linney,54,U.S.,New York City, ,,,"['Northwestern University', 'Brown University', 'BA', 'Juilliard School', 'GrDip']",['Actress  singer'],
1336,Judd Apatow,https://en.wikipedia.org/wiki/Judd_Apatow,50,U.S.,New York,Queens,,['University of Southern California'],['Syosset High School'],"['Producer, writer, director, actor, standup comedian']",
1337,Jace Norman,https://en.wikipedia.org/wiki/Jace_Norman,18,U.S.,New Mexico,Corrales,,,,['Actor'],
1338,Paul Giamatti,https://en.wikipedia.org/wiki/Paul_Giamatti,51,U.S.,Connecticut,New Haven,,"['Yale University', 'BA ,  MFA']",,"['Actor, producer']",
1339,Ronda Rousey,https://en.wikipedia.org/wiki/Ronda_Rousey,31,U.S.,, ,,,,,
1340,Paul Mecurio,https://en.wikipedia.org/wiki/Paul_Mecurio,,,,,,,,,
1341,Ewan McGregor,https://en.wikipedia.org/wiki/Ewan_McGregor,47,Scotland,Perth, ,,,,['Actor'],
1342,Adam Pally,https://en.wikipedia.org/wiki/Adam_Pally,36,U.S.,New York,New York City,,,,"['Actor, comedian, writer']",
1343,Chloë Grace Moretz,https://en.wikipedia.org/wiki/Chlo%C3%AB_Grace_Moretz,21,U.S.,Georgia,Atlanta,American,,,['Actress  model'],
1344,Bobcat Goldthwait,https://en.wikipedia.org/wiki/Bobcat_Goldthwait,56,U.S.,, ,,,,,
1345,Rob Reiner,https://en.wikipedia.org/wiki/Rob_Reiner,71,U.S.,New York City, ,American,"['University of California, Los Angeles']",,,Democratic
1346,Chris Hayes,https://en.wikipedia.org/wiki/Chris_Hayes,39,U.S.,New York City, ,,['Brown University'],,"['Political commentator, journalist']",
1347,Rob Corddry,https://en.wikipedia.org/wiki/Rob_Corddry,47,U.S.,Massachusetts,Weymouth,,,,['Actor  comedian'],
1348,Joe Manganiello,https://en.wikipedia.org/wiki/Joe_Manganiello,41,U.S.,Pennsylvania,Mt. Lebanon,,['Carnegie Mellon University'],,['Actor  producer  director  author'],
1349,Senator Cory Booker,https://en.wikipedia.org/wiki/Cory_Booker,49,U.S.,, ,,,"['Stanford University', 'BA', 'MA', 'The Queens College, Oxford', 'MA', 'Yale University', 'JD']",,Democratic
1350,Jim Acosta,https://en.wikipedia.org/wiki/Jim_Acosta,47,age47, , ,American,['James Madison University'],,['Journalist'],
1351,Nina Dobrev,https://en.wikipedia.org/wiki/Nina_Dobrev,29,Bulgaria,Sofia, ,,,,['Actress'],
1352,Issa Rae,https://en.wikipedia.org/wiki/Issa_Rae,33,U.S.,California,Los Angeles,,['Stanford University'],,['Actress  writer  director  producer'],
1353,Darren Criss,https://en.wikipedia.org/wiki/Darren_Criss,31,U.S.,California,San Francisco,,['University of Michigan'],,['Actor  singer  songwriter'],
1354,Ronny Chieng,https://en.wikipedia.org/wiki/Ronny_Chieng,,Malaysia,, ,,"[['University of Melbourne', 'Australian National University']]",,,
1355,Nicki Minaj,https://en.wikipedia.org/wiki/Nicki_Minaj,35,Trinidad and Tobago,Port of Spain,Saint James,,,,['Rapper  singer  songwriter  model  actress'],
1356,Guy Pearce,https://en.wikipedia.org/wiki/Guy_Pearce,51,England,Cambridgeshire,Ely,Australian,,,"['Actor, musician']",
1357,Mark Wahlberg,https://en.wikipedia.org/wiki/Mark_Wahlberg,47,U.S.,Massachusetts,Boston,,,,['Actor  producer  businessman  model  rapper  songwriter'],
1358,Bernie Sanders,https://en.wikipedia.org/wiki/Bernie_Sanders,77,U.S.,, ,,,"['University of Chicago', 'BA']",,Independent
1359,Jessica Biel,https://en.wikipedia.org/wiki/Jessica_Biel,36,U.S.  2,Minnesota,Ely,,['Tufts University'],['Fairview High School'],"['Actress, model, producer, singer']",
1360,W. Kamau Bell,https://en.wikipedia.org/wiki/W._Kamau_Bell,45,1, , ,American,,,,
1361,Tommy Vietor,https://en.wikipedia.org/wiki/Tommy_Vietor,38,US,, ,,['Kenyon College'],,['National Security Council  spokesperson  podcast host'],
1362,Jon Favreau,https://en.wikipedia.org/wiki/Jon_Favreau_(speechwriter),37,U.S.,, ,,"['College of the Holy Cross', 'BA']",,,Democratic
1363,Jon Lovett,https://en.wikipedia.org/wiki/Jon_Lovett,,U.S.,, ,,['Williams College'],,['Speechwriter  writer  producer'],
1364,Constance Wu,https://en.wikipedia.org/wiki/Constance_Wu,36,U.S.,Virginia,Richmond,,['SUNY Purchase'],,['Actress'],
1365,John Krasinski,https://en.wikipedia.org/wiki/John_Krasinski,39,U.S.,Massachusetts,Boston,,['Brown University'],,['Actor  screenwriter  producer  director'],
1366,Yvonne Orji,https://en.wikipedia.org/wiki/Yvonne_Orji,34,Nigeria,Rivers,Port Harcourt,Nigerian  American,['George Washington University'],,['Actress  comedian'],
1367,Rob Lowe,https://en.wikipedia.org/wiki/Rob_Lowe,54,U.S.,Virginia,Charlottesville,,,,['Actor'],
1368,John Kerry,https://en.wikipedia.org/wiki/John_Kerry,,U.S.,, ,,,"['Yale University', 'BA', 'Boston College', 'JD']",,Democratic
1369,Emma Thompson,https://en.wikipedia.org/wiki/Emma_Thompson,59,United Kingdom,London,Paddington,British,"['Newnham College, Cambridge']",,['Actress  comedienne  screenwriter  author  activist'],
1370,Troye Sivan,https://en.wikipedia.org/wiki/Troye_Sivan,23,South Africa,Johannesburg, ,,,,['Singer  songwriter  actor  YouTuber'],
1371,Sharon Osbourne,https://en.wikipedia.org/wiki/Sharon_Osbourne,66,England,London,Brixton,British,,,"['Music manager, promoter, businesswoman,', '1', 'television talent competition judge, talk show host, author']",
1372,Bob Woodward,https://en.wikipedia.org/wiki/Bob_Woodward,75,U.S.,Illinois,Geneva,,,"['Yale University', 'BA', 'George Washington University']",['Journalist'],
1373,Neil deGrasse Tyson,https://en.wikipedia.org/wiki/Neil_deGrasse_Tyson,60,U.S.,New York City,Manhattan,,"[['Harvard College', 'BA', 'University of Texas at Austin', 'MA', 'Columbia University', 'MPhil ,  PhD']]",,,
1374,Michael Rapaport,https://en.wikipedia.org/wiki/Michael_Rapaport,48,New York   U.S.,New York City, ,,,,"['Actor', 'Director', 'Podcast host', 'Comedian']",
1375,Keira Knightley,https://en.wikipedia.org/wiki/Keira_Knightley,33,England,London,Teddington,,,,['Actress'],
1376,Beto O'Rourke,https://en.wikipedia.org/wiki/Beto_O%27Rourke,46,U.S.,, ,,,"['Columbia University', 'BA']",,Democratic
1377,Martha Stewart,https://en.wikipedia.org/wiki/Martha_Stewart,77,U.S.,New Jersey,Jersey City,,['Barnard College'],,"['Businesswoman, writer, television personality']",
1378,John Heilemann,https://en.wikipedia.org/wiki/John_Heilemann,52,California  1,Los Angeles, ,United States of America,"['Northwestern University', 'Harvard University']",,"['Journalist', 'Anchor']",
1379,Alex Wagner,https://en.wikipedia.org/wiki/Alex_Wagner,40,U.S.,D.C.,Washington,,['Brown University'],,['Television host  author'],
1380,Judy Greer,https://en.wikipedia.org/wiki/Judy_Greer,43,U.S.,Michigan,Detroit,,['DePaul University'],,['Actress  model  author'],
1381,Anna Kendrick,https://en.wikipedia.org/wiki/Anna_Kendrick,33,United States,Maine,Portland,,,['Deering High School'],"['Actress, singer, author']",
1382,Jane Fonda,https://en.wikipedia.org/wiki/Jane_Fonda,80,U.S.,New York City, ,,['Vassar College'],,['Actress  writer  activist'],
1383,Willie Nelson,https://en.wikipedia.org/wiki/Willie_Nelson,85,U.S.,, ,,,,,
1384,Tiffany Haddish,https://en.wikipedia.org/wiki/Tiffany_Haddish,38,U.S.,, ,,,,,
1385,Iain Armitage,https://en.wikipedia.org/wiki/Iain_Armitage,,1, , ,,,,['Actor  theater critic'],
1386,Hillary Clinton,https://en.wikipedia.org/wiki/Hillary_Clinton,71,U.S.,, ,,,"['Wellesley College', 'BA', 'Yale University', 'JD']",,Democratic
1387,Emma Stone,https://en.wikipedia.org/wiki/Emma_Stone,29,U.S.,Arizona,Scottsdale,,,,['Actress'],
1388,Bret McKenzie,https://en.wikipedia.org/wiki/Bret_McKenzie,42,New Zealand, , ,,,,,
1389,Jemaine Clement,https://en.wikipedia.org/wiki/Jemaine_Clement,44,1, , ,,,,,
1390,America Ferrera,https://en.wikipedia.org/wiki/America_Ferrera,34,U.S.,California,Los Angeles,,['University of Southern California'],,"['Actress, voice actress']",
1391,Nas,https://en.wikipedia.org/wiki/Nas,45,U.S.,New York City, ,American,,,['Rapper  entrepreneur  songwriter'],
1392,Candice Bergen,https://en.wikipedia.org/wiki/Candice_Bergen,72,U.S.,California,Beverly Hills,,['University of Pennsylvania'],,"['Actress, fashion model']",
1393,Jacinda Ardern,https://en.wikipedia.org/wiki/Jacinda_Ardern,38,New Zealand,, ,,['University of Waikato'],,,Labour Party
1394,Jeff Bridges,https://en.wikipedia.org/wiki/Jeff_Bridges,68,U.S.,California,Los Angeles,,,,"['Actor, singer, producer, composer']",
1395,Cedric the Entertainer,https://en.wikipedia.org/wiki/Cedric_the_Entertainer,54,U.S.,, ,,,,,
1396,Kristen Bell,https://en.wikipedia.org/wiki/Kristen_Bell,38,U.S.,Michigan,Huntington Woods,,['New York University'],,['Actress'],
1397,Mark Leibovich,https://en.wikipedia.org/wiki/Mark_Leibovich,53,U.S., , ,American,,['University of Michigan'],['Journalist'],
1398,Jake Tapper,https://en.wikipedia.org/wiki/Jake_Tapper,49,U.S.,New York,New York City,American,['Dartmouth College'],,['Journalist'],Independent
1399,Eric Idle,https://en.wikipedia.org/wiki/Eric_Idle,75,England,County Durham,South Shields,,"['Pembroke College, Cambridge']",,"['Comedian, actor, voice actor, composer, musician, singersongwriter, writer']",
1400,Eva Longoria,https://en.wikipedia.org/wiki/Eva_Longoria,43,U.S.,Texas,Corpus Christi,American,"['Texas AampM UniversityKingsville', 'B.Sc', 'California State University, Northridge', 'M.A.']",,['Actress  producer   restaurateur   activist'],
1401,Damon Wayans Jr.,https://en.wikipedia.org/wiki/Damon_Wayans_Jr.,35,U.S.,Vermont,Huntington,,,,['Actor  comedian  writer'],
1402,Steve Kornacki,https://en.wikipedia.org/wiki/Steve_Kornacki,39,U.S.,Massachusetts,Groton,,['Boston University'],,['Journalist'],
1403,Nick Kroll,https://en.wikipedia.org/wiki/Nick_Kroll,40,U.S.,New York City, ,,['Georgetown University'],,['Actor  comedian  writer  producer'],
1404,Jodie Whittaker,https://en.wikipedia.org/wiki/Jodie_Whittaker,36,England,West Yorkshire,Skelmanthorpe,,,,['Actress'],
1405,Lady Gaga,https://en.wikipedia.org/wiki/Lady_Gaga,32,U.S.,New York City, ,,,,['Singer  songwriter  actress  record producer'],
1406,Ellie Kemper,https://en.wikipedia.org/wiki/Ellie_Kemper,38,U.S.,Missouri,Kansas City,,,"['Princeton University', 'BA', 'Worcester College, Oxford']","['Actress, comedian']",
1407,Sam Elliott,https://en.wikipedia.org/wiki/Sam_Elliott,74,U.S.,California,Sacramento,,,,['Actor'],
1408,Melissa McCarthy,https://en.wikipedia.org/wiki/Melissa_McCarthy,48,U.S.,Illinois,Plainfield,,,,['Actress  comedian  writer  producer  fashion designer'],
